CoinId,Deity,Denomination,Material,Mint,FrontDescription,Portrait,Region,BackDescription,Year
RIC V Diocletian 332,Victory,Antoninianus,Silver,Tripolis,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Phoenicia,"Victory, winged, draped, walking right, holding palm in right hand and presenting wreath to Diocletian, standing left, holding globe and sceptre",284
RIC V Diocletian 331,Victory,Antoninianus,Silver,Tripolis,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Phoenicia,"Victory, winged, draped, walking right, holding palm in right hand and presenting wreath to Diocletian, standing left, holding globe and sceptre",290
RIC V Diocletian 330,Victory,Antoninianus,Silver,Tripolis,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Phoenicia,"Victory, winged, draped, walking right, holding palm in right hand and presenting wreath to Diocletian, standing left, holding globe and sceptre",284
RIC V Diocletian 329,Jupiter,Antoninianus,Silver,Tripolis,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Phoenicia,"Diocletian, draped, cuirassed, standing right, holding parazonium in right hand and receiving Victory on globe from Jupiter; Jupiter, standing left, holding sceptre",285|290
RIC V Diocletian 328,Jupiter,Antoninianus,Silver,Tripolis,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Phoenicia,"Diocletian, draped, cuirassed, standing right, holding parazonium in right hand and receiving Victory on globe from Jupiter; Jupiter, standing left, holding sceptre",284
RIC V Diocletian 327,Jupiter|Hercules,Antoninianus,Silver,Tripolis,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Phoenicia,"Jupiter, standing right, holding globe in right hand and sceptre in left hand, and Hercules, standing left, holding Victory in right hand and club and lion's skin in left hand",285
RIC V Diocletian 326,Victory,Antoninianus,Silver,Antioch,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Syria,"Victory, winged, draped, standing right, holding palm in right hand and presenting wreath to Diocletian, standing left, holding globe and sceptre",284
RIC V Diocletian 325,Jupiter,Antoninianus,Silver,Antioch,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Syria,"Diocletian, draped, cuirassed, standing right, holding parazonium in right hand and receiving Victory on globe from Jupiter; Jupiter, standing left, holding sceptre",285
RIC V Diocletian 324,Jupiter,Antoninianus,Silver,Antioch,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Syria,"Diocletian, draped, cuirassed, standing right, holding parazonium in right hand and receiving Victory on globe from Jupiter; Jupiter, standing left, holding sceptre",284
RIC V Diocletian 323,Jupiter|Hercules,Antoninianus,Silver,Antioch,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Syria,"Jupiter, standing right, holding globe in right hand and sceptre in left hand, and Hercules, standing left, holding Victory in right hand and club and lion's skin in left hand",285
RIC V Diocletian 322,Jupiter,Antoninianus,Silver,Antioch,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Syria,"Diocletian, draped, cuirassed, standing right, holding parazonium in right hand and receiving Victory on globe from Jupiter; Jupiter, standing left, holding sceptre",293|295
RIC V Diocletian 321,Jupiter,Antoninianus,Silver,Antioch,"Bust of Diocletian, radiate, draped, right",Diocletian,Syria,"Diocletian, draped, cuirassed, standing right, holding parazonium in right hand and receiving Victory on globe from Jupiter; Jupiter, standing left, holding sceptre",284|294
RIC V Diocletian 320,Victory,Aureus,Gold,Antioch,"Bust of Diocletian, laureate, draped, right, or bust of Diocletian, laureate, draped, cuirassed, right",Diocletian,Syria,"Victory, winged, draped, walking right, holding wreath in right hand and palm in left hand",284|294
RIC V Diocletian 319,Jupiter,Aureus,Gold,Antioch,"Bust of Diocletian, laureate, draped, cuirassed, right",Diocletian,Syria,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand; at foot, eagle holding wreath in its beak",284|294
RIC V Diocletian 318,Jupiter,Aureus,Gold,Antioch,"Head of Diocletian, laureate, right",Diocletian,Syria,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand; at foot, eagle holding wreath in its beak",284|294
RIC V Diocletian 317,Jupiter,Aureus,Gold,Antioch,"Bust of Diocletian, laureate, draped, cuirassed, right",Diocletian,Syria,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",284|294
RIC V Diocletian 316,Jupiter,Aureus,Gold,Antioch,"Bust of Diocletian, laureate, draped, cuirassed, right",Diocletian,Syria,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",284|294
RIC V Diocletian 315,Jupiter,Aureus,Gold,Antioch,"Bust of Diocletian, laureate, draped, right",Diocletian,Syria,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand; at foot, eagle",284|294
RIC V Diocletian 314,Parcae,Aureus,Gold,Antioch,"Bust of Diocletian, laureate, draped, cuirassed, right",Diocletian,Syria,"The Parcae, draped, standing, clasping hands, figure on left sometimes holding cornucopiae",284|294
RIC V Diocletian 313,Victory,Aureus,Gold,Antioch,"Head of Diocletian, laureate, right or left",Diocletian|Maximian,Syria,"Diocletian and Maximian, draped, cuirassed, seated left, each holding globe and parazonium, being crowned by Victory",284|294
RIC V Diocletian 312,Jupiter,Aureus,Gold,Antioch,"Bust of Diocletian, laureate, cuirassed or wearing imperial mantle, left, holding eagle-tipped sceptre in left hand across chest",Diocletian,Syria,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand; at foot, eagle",290|292
RIC V Diocletian 311,,Aureus,Gold,Antioch,"Head of Diocletian, laureate, right",Diocletian,Syria,"Diocletian, draped, cuirassed, riding right, raising right hand",290|292
RIC V Diocletian 310,,Aureus,Gold,Antioch,"Head of Diocletian, laureate, right",Diocletian,Syria,"Diocletian, draped, cuirassed, riding right, raising right hand",287|290
RIC V Diocletian 309,,Aureus,Gold,Antioch,"Head of Diocletian, laureate, right",Diocletian,Syria,"Diocletian, draped, cuirassed, holding globe in right hand and sometimes parazonium",293|295
RIC V Diocletian 308,,Aureus,Gold,Antioch,"Head of Diocletian, laureate, left",Diocletian,Syria,"Diocletian, draped, cuirassed, holding Victory on globe in right hand and parazonium in left hand",290|292
RIC V Diocletian 307,,Aureus,Gold,Antioch,"Head of Diocletian, laureate, right",Diocletian,Syria,"Diocletian, draped, cuirassed, holding globe in right hand and sometimes parazonium",290|292
RIC V Diocletian 306,Jupiter,Antoninianus,Silver,Cyzicus,"Bust of Diocletian, radiate, draped, right; sometimes under bust, dot",Diocletian,Mysia,"Diocletian, draped, cuirassed, standing right, holding parazonium or sceptre in right hand and receiving Victory from Jupiter; Jupiter, standing left, holding sceptre",284|294
RIC V Diocletian 305,,Aureus,Gold,Cyzicus,"Bust of Diocletian, laureate, draped, cuirassed, right",Diocletian,Mysia,"Soldier, draped, cuirassed, standing right, holding branch in right hand and spear in left hand; sometimes at foot, shield",284|294
RIC V Diocletian 304,,Aureus,Gold,Cyzicus,"Bust of Diocletian, laureate, draped, right, or bust of Diocletian, laureate, draped, cuirassed, right",Diocletian,Mysia,"soldier, draped, cuirassed, standing left, leaning on shield with right hand and holding spear in left hand",284|294
RIC V Diocletian 303,Victory,Aureus,Gold,Cyzicus,"Bust of Diocletian, laureate, draped, cuirassed, right",Diocletian,Mysia,"Victory, winged, draped, galloping right in biga",284|294
RIC V Diocletian 302,Sol,Aureus,Gold,Cyzicus,"Bust of Diocletian, laureate, draped, right",Diocletian,Mysia,"Sol, standing left, raising right hand and holding globe in left hand",284|294
RIC V Diocletian 301,Roma,Aureus,Gold,Cyzicus,"Bust of Diocletian, laureate, draped, right, or bust of Diocletian, laureate, draped, cuirassed, right",Diocletian,Mysia,"Roma, helmeted, draped, seated left on chair, holding Victory in right hand and spear in left hand; behind, shield",284|294
RIC V Diocletian 300,Mars,Aureus,Gold,Cyzicus,"Bust of Diocletian, laureate, draped, right, or bust of Diocletian, laureate, draped, cuirassed, right",Diocletian,Mysia,"Mars, walking right, holding spear in right hand and shield in left hand",284|294
RIC V Diocletian 299,Jupiter,Aureus,Gold,Cyzicus,"Bust of Diocletian, laureate, draped, right, or bust of Diocletian, laureate, draped, cuirassed, right",Diocletian,Mysia,"Jupiter, standing left, holding Victory on globe or thunderbolt in right hand and sceptre in left hand; at foot, eagle holding wreath in its beak",284|294
RIC V Diocletian 298,Jupiter,Aureus,Gold,Cyzicus,"Head of Diocletian, laureate, right",Diocletian,Mysia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand; at foot, eagle holding wreath in its beak",284|294
RIC V Diocletian 297,Jupiter,Aureus,Gold,Cyzicus,"Bust of Diocletian, laureate, draped, right, or bust of Diocletian, laureate, draped, cuirassed, right",Diocletian,Mysia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",284|294
RIC V Diocletian 296,Jupiter,Aureus,Gold,Cyzicus,"Bust of Diocletian, laureate, draped, right, or bust of Diocletian, laureate, draped, cuirassed, right",Diocletian,Mysia,"Jupiter, standing left, holding Victory on globe in right hand and sceptre in left hand; at foot, eagle",284|294
RIC V Diocletian 295,Jupiter,Aureus,Gold,Cyzicus,"Bust of Diocletian, laureate, draped, right, or bust of Diocletian, laureate, draped, cuirassed, right",Diocletian,Mysia,"Jupiter, standing left, holding Victory on globe in right hand and sceptre in left hand",284|294
RIC V Diocletian 294,Parcae,Aureus,Gold,Cyzicus,"Bust of Diocletian, laureate, draped, cuirassed, right",Diocletian,Mysia,"The Parcae, draped, standing, clasping hands, holding three cornucopiae and two rudders",284|294
RIC V Diocletian 293,Parcae,Aureus,Gold,Cyzicus,"Bust of Diocletian, laureate, draped, cuirassed, right",Diocletian,Mysia,"The Parcae, draped, standing, clasping hands, holding three cornucopiae and two rudders",284|294
RIC V Diocletian 292,,Aureus,Gold,Cyzicus,"Head of Diocletian, laureate, right or left",Diocletian|Maximian,Mysia,"Diocletian and Maximian, draped, cuirassed, seated left, each holding globe and parazonium, being crowned by Victory",284|294
RIC V Diocletian 291,,Aureus,Gold,Cyzicus,"Head of Diocletian, laureate, right",Diocletian|Maximian,Mysia,"Diocletian and Maximian, draped, cuirassed, standing facing each other, holding globe between them, being crowned by Victory",284|294
RIC V Diocletian 290,,Aureus,Gold,Cyzicus,"Bust of Diocletian, laureate, draped, right, or bust of Diocletian, laureate, draped, cuirassed, right",Diocletian|Maximian,Mysia,"Diocletian, draped, cuirassed, standing right, holding short sceptre in right hand and presenting globe to Maximian; Maximian, standing left, holding spear",284|294
RIC V Diocletian 289,,Aureus,Gold,Cyzicus,"Head of Diocletian, laureate, right",Diocletian,Mysia,"Diocletian, draped, cuirassed, standing left, raising right hand and holding spear in left hand; behind, four ensigns",290|292
RIC V Diocletian 288,,Aureus,Gold,Cyzicus,"Head of Diocletian, laureate, right",Diocletian,Mysia,"Diocletian, draped, cuirassed, riding right, raising right hand",290|292
RIC V Diocletian 88,Salus,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Salus, draped, standing right, feeding snake held in arms",291
RIC V Diocletian 87,Salus,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Salus, draped, standing right, feeding snake held in arms",291
RIC V Diocletian 86,Salus,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Salus, draped, standing right, feeding snake held in arms",285
RIC V Diocletian 85,Salus,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right",Diocletian,Gallia,"Salus, draped, standing right, feeding snake held in arms",285
RIC V Diocletian 84,Securitas,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, cuirassed, right, or bust of Diocletian, radiate, wearing imperial mantle, left",Diocletian,Gallia,"Securitas, draped, standing front, head right, raising right hand to head and leaning on column with left elbow, crossing legs",290|291
RIC V Diocletian 83,Securitas,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand",Diocletian,Gallia,"Securitas, draped, standing front, head right, raising right hand to head and leaning on column with left elbow, crossing legs",290|291
RIC V Diocletian 82,Securitas,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Gallia,"Securitas, draped, standing front, head right, raising right hand to head and leaning on column with left elbow, crossing legs",290|291
RIC V Diocletian 81,Securitas,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Securitas, draped, standing front, head right, raising right hand to head and leaning on column with left elbow, crossing legs",290
RIC V Diocletian 80,Securitas,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Securitas, draped, standing front, head right, raising right hand to head and leaning on column with left elbow, crossing legs",290
RIC V Diocletian 79,Securitas,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Securitas, draped, standing front, head left, raising right hand to head and leaning on column with left elbow, crossing legs",291
RIC V Diocletian 78,,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,Broken column,295
RIC V Diocletian 77,Providentia,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Providentia, draped, standing left, holding ears of corn in right hand and cornucopiae in left hand; at foot, modius",285
RIC V Diocletian 76,Providentia,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Providentia, draped, seated left, holding baton in right hand and sceptre in left hand; at foot, globe",294
RIC V Diocletian 75,Providentia,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Providentia, draped, seated left, holding baton in right hand and sceptre in left hand; at foot, globe",294
RIC V Diocletian 74,Providentia,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Providentia, draped, standing left, holding baton in right hand and sceptre in left hand; at foot, globe",293|294
RIC V Diocletian 73,Providentia,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Providentia, draped, standing left, holding baton in right hand and sceptre in left hand; at foot, globe",294
RIC V Diocletian 72,Pax,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right",Diocletian,Gallia,"Pax, draped, walking left, holding olive-branch in right hand and sceptre in left hand",295
RIC V Diocletian 71,Pax,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Pax, draped, standing left, holding olive-branch in right hand and sceptre in left hand",295
RIC V Diocletian 70,Pax,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Pax, draped, standing left, holding olive-branch in right hand and sceptre in left hand",295
RIC V Diocletian 69,Pax,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Pax, draped, standing left, holding olive-branch in right hand and sceptre in left hand",295
RIC V Diocletian 68,Pax,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right",Diocletian,Gallia,"Pax, draped, standing left, holding Victory on globe in right hand and sceptre in left hand",292|293
RIC V Diocletian 67,Pax,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right, or bust of Diocletian, radiate, helmeted, cuirassed, left, holding spear in right hand and shield in left hand, or bust of Diocletian, radiate, wearing imperial mantle, left, holding globe in right hand, or bust of Diocletian, radiate, cuirassed, left, holding spear in right hand and shield in left hand",Diocletian,Gallia,"Pax, draped, standing left, holding Victory on globe in right hand and sceptre in left hand",291
RIC V Diocletian 66,Pax,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Gallia,"Pax, draped, standing left, holding Victory on globe in right hand and sceptre in left hand",292
RIC V Diocletian 65,Pax,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Pax, draped, standing left, holding Victory on globe in right hand and sceptre in left hand",289|290
RIC V Diocletian 64,Pax,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Pax, draped, standing left, holding Victory on globe in right hand and sceptre in left hand",289|290
RIC V Diocletian 63,Minerva,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, helmeted, cuirassed, left, sometimes holding spear in right hand and shield in left hand, or bust of Diocletian, radiate, wearing imperial mantle, left, holding globe in right hand or bust of Diocletian, radiate, helmeted, cuirassed, right",Diocletian,Gallia,"Minerva, helmeted, draped, standing left, holding olive-branch in right hand and spear in left hand, leaning on shield",292
RIC V Diocletian 62,Minerva,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, helmeted, cuirassed, right",Diocletian,Gallia,"Minerva, helmeted, draped, standing left, holding olive-branch in right hand and spear in left hand, leaning on shield",292
RIC V Diocletian 61,Pax,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, helmeted, cuirassed, right",Diocletian,Gallia,"Pax, draped, walking left, holding olive-branch in right hand and sceptre in left hand",295
RIC V Diocletian 60,Sol,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Sol, standing left, raising right hand and holding whip in left hand",295
RIC V Diocletian 59,Laetitia,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Laetitia, draped, standing left, holding wreath in right hand and rudder in left hand",295
RIC V Diocletian 58,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right",Diocletian,Gallia,"Jupiter, walking left, holding thunderbolt in right hand and spear in left hand",289
RIC V Diocletian 57,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Gallia,"Jupiter, standing left, holding Victory on globe in right hand and sceptre in left hand; at foot, eagle",289
RIC V Diocletian 56,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Gallia,"Jupiter, standing left, holding Victory on globe in right hand and sceptre in left hand; at foot, eagle",289
RIC V Diocletian 55,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right, or bust of Diocletian, radiate, cuirassed, left, holding spear in right hand and shield in left hand",Diocletian,Gallia,"Jupiter, standing left, holding Victory on globe in right hand and sceptre in left hand; at foot, eagle",289
RIC V Diocletian 54,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right, or bust of Diocletian, radiate, cuirassed, left, holding spear in right hand and shield in left hand",Diocletian,Gallia,"Jupiter, standing left, holding Victory on globe in right hand and sceptre in left hand; at foot, eagle",289
RIC V Diocletian 53,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Gallia,"Jupiter, standing left, holding Victory on globe in right hand and sceptre in left hand; at foot, eagle",289
RIC V Diocletian 52,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Jupiter, standing left, holding Victory on globe in right hand and sceptre in left hand; at foot, eagle",289
RIC V Diocletian 51,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Jupiter, standing left, holding Victory on globe in right hand and sceptre in left hand; at foot, eagle",289
RIC V Diocletian 50,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Gallia,"Jupiter, standing left, holding Victory on globe in right hand and sceptre in left hand; at foot, eagle",289
RIC V Diocletian 49,Victory|Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, cuirassed, right",Diocletian,Gallia,"Victory, winged, draped, standing right, holding palm in right hand and presenting wreath to Jupiter; Jupiter, standing left, holding sceptre",291
RIC V Diocletian 48,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",285
RIC V Diocletian 47,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Gallia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",285
RIC V Diocletian 46,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",286
RIC V Diocletian 45,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",286
RIC V Diocletian 44,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",286
RIC V Diocletian 43,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",286
RIC V Diocletian 42,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right",Diocletian,Gallia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",286
RIC V Diocletian 41,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Gallia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",285
RIC V Diocletian 40,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, cuirassed, right, or bust of Diocletian, radiate, helmeted, cuirassed, left, holding spear in right hand and shield in left hand, or bust of Diocletian, radiate, wearing imperial mantle, right or left, holding eagle-tipped scetpre in right hand, or bust of Diocletian, radiate, cuirassed, left, holding spear in right hand",Diocletian,Gallia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand; at foot, eagle",287|288
RIC V Diocletian 39,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, wearing imperial mantle, right or left, holding eagle-tipped scetpre in right hand",Diocletian,Gallia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand; at foot, eagle",287|288
RIC V Diocletian 38,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right, or bust of Diocletian, radiate, wearing imperial mantle, right or left, holding eagle-tipped scetpre in right hand",Diocletian,Gallia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand; at foot, eagle",287|288
RIC V Diocletian 37,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand; at foot, eagle",287|288
RIC V Diocletian 36,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand; at foot, eagle",287|288
RIC V Diocletian 35,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand; at foot, eagle",287|288
RIC V Diocletian 34,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Gallia,"Jupiter, seated left, holding Victory on globe in right hand and sceptre in left hand",292|294
RIC V Diocletian 32,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, cuirassed, right",Diocletian,Gallia,"Jupiter, standing right, holding thunderbolt in right hand and spear in left hand",290|291
RIC V Diocletian 31,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Gallia,"Jupiter, standing right, holding thunderbolt in right hand and spear in left hand",290|291
RIC V Diocletian 30,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand",Diocletian,Gallia,"Jupiter, standing left, holding Victory on globe in right hand and sceptre in left hand",291
RIC V Diocletian 29,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right, holding spear in right hand, or bust of Diocletian, radiate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand",Diocletian,Gallia,"Jupiter, standing left, holding Victory on globe in right hand and sceptre in left hand; at foot, eagle",290
RIC V Diocletian 28,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, wearing imperial mantle, left, holding globe in right hand or raising right hand, or bust of Diocletian, radiate, helmeted, cuirassed, right, sometimes holding spear or shield",Diocletian,Gallia,"Jupiter, standing left, holding Victory on globe in right hand and sceptre in left hand; at foot, eagle",290|292
RIC V Diocletian 27,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right, or bust of Diocletian, radiate, wearing imperial mantle, left, sometimes holding eagle-tipped scetpre in right hand, or bust of Diocletian, radiate, cuirassed, left, sometimes holding spear in right hand and shield in left hand",Diocletian,Gallia,"Jupiter, standing left, holding Victory on globe in right hand and sceptre in left hand; at foot, eagle",291|292
